,timestamp,open,high,low,close
0,2021-07-16,0.8461,0.8478,0.8456,0.8469
1,2021-07-15,0.84652,0.84789,0.84581,0.84661
2,2021-07-14,0.84507,0.84703,0.8438,0.84507
3,2021-07-13,0.8493,0.84943,0.84545,0.84923
4,2021-07-12,0.84282,0.84793,0.8419,0.8428
5,2021-07-11,0.8422,0.84483,0.8416,0.84225
6,2021-07-08,0.8441,0.84565,0.84213,0.84402
7,2021-07-07,0.84792,0.84859,0.84272,0.84793
8,2021-07-06,0.846,0.84872,0.8445,0.8457
9,2021-07-05,0.84306,0.84638,0.8406,0.8429
10,2021-07-04,0.84346,0.84374,0.84161,0.84344
11,2021-07-01,0.84409,0.84607,0.8431,0.84415
12,2021-06-30,0.8435,0.84473,0.84147,0.8434
13,2021-06-29,0.84034,0.84418,0.8396,0.8402
14,2021-06-28,0.8382,0.84172,0.8382,0.8383
15,2021-06-27,0.83737,0.84001,0.8371,0.83737
16,2021-06-24,0.83837,0.83837,0.83511,0.8382
17,2021-06-23,0.83811,0.83893,0.83635,0.838
18,2021-06-22,0.8377,0.83922,0.83542,0.83775
19,2021-06-21,0.83952,0.84158,0.8391,0.83945
20,2021-06-20,0.84253,0.84397,0.83889,0.8422
21,2021-06-17,0.8394,0.8438,0.8384,0.83939
22,2021-06-16,0.8339,0.83984,0.8328,0.83364
23,2021-06-15,0.82471,0.82574,0.82406,0.8246
24,2021-06-14,0.8248,0.82625,0.8231,0.82493
25,2021-06-13,0.82571,0.82677,0.8243,0.82575
26,2021-06-10,0.82148,0.82679,0.82001,0.82152
27,2021-06-09,0.8212,0.82336,0.8202,0.82088
28,2021-06-08,0.82157,0.82157,0.8184,0.8215
29,2021-06-07,0.82037,0.82192,0.8199,0.8201
30,2021-06-06,0.82198,0.82338,0.81954,0.8218
31,2021-06-03,0.82438,0.82607,0.8205,0.8242
32,2021-06-02,0.8189,0.82502,0.8186,0.81901
33,2021-06-01,0.81846,0.82198,0.8177,0.81848
34,2021-05-31,0.81739,0.81869,0.81605,0.81747
35,2021-05-30,0.82034,0.82074,0.8174,0.82034
36,2021-05-27,0.82016,0.82417,0.8196,0.82013
37,2021-05-26,0.82032,0.82131,0.81853,0.82017
38,2021-05-25,0.8164,0.81967,0.81533,0.81639
39,2021-05-24,0.8187,0.81884,0.8152,0.81869
40,2021-05-23,0.82094,0.8213,0.8177,0.8208
41,2021-05-20,0.8178,0.82144,0.81686,0.81797
42,2021-05-19,0.8215,0.82163,0.81773,0.8215
43,2021-05-18,0.8179,0.82022,0.81646,0.81806
44,2021-05-17,0.82269,0.82277,0.8175,0.82258
45,2021-05-16,0.82321,0.82457,0.82169,0.82302
46,2021-05-13,0.8278,0.8284,0.8232,0.828
47,2021-05-12,0.82803,0.82966,0.826,0.82792
48,2021-05-11,0.82335,0.82863,0.823,0.82342
49,2021-05-10,0.82358,0.82471,0.82104,0.82366
50,2021-05-09,0.82186,0.8239,0.8212,0.82162
51,2021-05-06,0.82878,0.82964,0.822,0.8286
52,2021-05-05,0.8327,0.83375,0.8285,0.83278
53,2021-05-04,0.8322,0.83422,0.8313,0.83229
54,2021-05-03,0.8292,0.83333,0.82898,0.8291
55,2021-05-02,0.8315,0.8323,0.82795,0.83141
56,2021-04-29,0.82475,0.83162,0.8245,0.8246
57,2021-04-28,0.82401,0.82616,0.8229,0.824
58,2021-04-27,0.82723,0.82935,0.8263,0.82711
59,2021-04-26,0.82787,0.82933,0.827,0.8277
60,2021-04-25,0.82716,0.82893,0.8252,0.82714
61,2021-04-22,0.83209,0.83237,0.82795,0.83231
62,2021-04-21,0.83069,0.83306,0.8285,0.83072
63,2021-04-20,0.83108,0.83333,0.8302,0.83109
64,2021-04-19,0.8303,0.83134,0.8277,0.8302
65,2021-04-18,0.83554,0.83728,0.83,0.83546
66,2021-04-15,0.83537,0.83676,0.8337,0.8353
67,2021-04-14,0.83456,0.83627,0.83381,0.8343
68,2021-04-13,0.8363,0.83669,0.83459,0.83653
69,2021-04-12,0.83948,0.84145,0.8366,0.8393
70,2021-04-11,0.84059,0.84222,0.8389,0.8403
71,2021-04-08,0.83923,0.84256,0.8387,0.83923
72,2021-04-07,0.84232,0.84304,0.83929,0.8422
73,2021-04-06,0.84207,0.84279,0.8393,0.84216
74,2021-04-05,0.84609,0.84771,0.8435,0.8461
75,2021-04-04,0.84988,0.85183,0.8463,0.84975
76,2021-04-01,0.84906,0.85096,0.84839,0.8489
77,2021-03-31,0.85259,0.85362,0.8492,0.8526
78,2021-03-30,0.853,0.85437,0.85044,0.85298
79,2021-03-29,0.84968,0.85374,0.8492,0.84954
80,2021-03-28,0.84835,0.85021,0.84792,0.84832
81,2021-03-25,0.84918,0.84943,0.84717,0.84914
82,2021-03-24,0.84647,0.84924,0.8453,0.84652
83,2021-03-23,0.84451,0.8465,0.8438,0.84458
84,2021-03-22,0.83799,0.84286,0.8373,0.83801
85,2021-03-21,0.84143,0.84203,0.8377,0.84153
86,2021-03-18,0.83909,0.84211,0.8377,0.83905
87,2021-03-17,0.83468,0.83962,0.83396,0.83453
88,2021-03-16,0.84019,0.84121,0.83907,0.84022
89,2021-03-15,0.83841,0.84144,0.83661,0.83852
90,2021-03-14,0.83674,0.8395,0.83574,0.83682
91,2021-03-11,0.83461,0.83959,0.834,0.8343
92,2021-03-10,0.8384,0.83913,0.83488,0.8385
93,2021-03-09,0.84057,0.84246,0.83857,0.84048
94,2021-03-08,0.84374,0.84487,0.83921,0.84376
95,2021-03-07,0.8386,0.844,0.83807,0.83853
96,2021-03-04,0.83552,0.84048,0.83552,0.83558
97,2021-03-03,0.82999,0.8316,0.82891,0.82983
98,2021-03-02,0.82747,0.83024,0.82573,0.82744
99,2021-03-01,0.82994,0.83375,0.82779,0.8298
100,2021-02-28,0.82707,0.83126,0.82634,0.82716
101,2021-02-25,0.82236,0.82701,0.82085,0.82234
102,2021-02-24,0.82173,0.8226,0.81689,0.8216
103,2021-02-23,0.82291,0.82568,0.82142,0.8229
104,2021-02-22,0.8219,0.82394,0.8211,0.82191
105,2021-02-21,0.82478,0.82698,0.8227,0.82465
106,2021-02-18,0.82701,0.82761,0.8232,0.827
107,2021-02-17,0.83016,0.83082,0.8272,0.83001
108,2021-02-16,0.82723,0.83156,0.82656,0.82696
109,2021-02-15,0.82424,0.82673,0.82163,0.82425
110,2021-02-14,0.82501,0.82526,0.82325,0.82494
111,2021-02-11,0.8244,0.82754,0.824,0.8243
112,2021-02-10,0.82512,0.82547,0.82298,0.825
113,2021-02-09,0.82529,0.82575,0.82347,0.82508
114,2021-02-08,0.8297,0.82986,0.82544,0.82963
115,2021-02-07,0.82992,0.83185,0.8286,0.82996
116,2021-02-04,0.8356,0.83657,0.83058,0.83565
117,2021-02-03,0.83044,0.83562,0.8303,0.8304
118,2021-02-02,0.83063,0.83299,0.82988,0.83063
119,2021-02-01,0.82866,0.83206,0.82727,0.82859
120,2021-01-31,0.82489,0.82856,0.82399,0.82482
121,2021-01-28,0.82499,0.82672,0.82257,0.82508
122,2021-01-27,0.82612,0.82765,0.82345,0.8261
123,2021-01-26,0.82215,0.82905,0.8216,0.82217
124,2021-01-25,0.8235,0.82587,0.82135,0.8233
125,2021-01-24,0.82179,0.82527,0.82061,0.82173
126,2021-01-21,0.82195,0.82291,0.82048,0.82194
127,2021-01-20,0.8254,0.82577,0.82156,0.82538
128,2021-01-19,0.82376,0.82797,0.82237,0.8238
129,2021-01-18,0.82792,0.82792,0.82339,0.828
130,2021-01-17,0.82869,0.8295,0.82739,0.82863
131,2021-01-14,0.82284,0.82749,0.8222,0.82296
132,2021-01-13,0.82225,0.82555,0.8215,0.8222
133,2021-01-12,0.81905,0.82268,0.818,0.81907
134,2021-01-11,0.82226,0.8238,0.82112,0.82232
135,2021-01-10,0.82049,0.82408,0.8197,0.8206
136,2021-01-07,0.81508,0.81867,0.81419,0.8149
137,2021-01-06,0.81052,0.81655,0.81,0.8103
138,2021-01-05,0.8131,0.8152,0.8097,0.81299
139,2021-01-04,0.81613,0.81633,0.81335,0.81622
140,2021-01-03,0.81639,0.8216,0.81235,0.81628
141,2020-12-31,0.8215,0.82406,0.81853,0.821
142,2020-12-30,0.81307,0.81813,0.81238,0.81302
143,2020-12-29,0.81611,0.81619,0.81243,0.81613
144,2020-12-28,0.81833,0.81833,0.8146,0.8181
145,2020-12-27,0.8192,0.82078,0.81619,0.81933
146,2020-12-24,0.8207,0.8219,0.8188,0.8207
147,2020-12-23,0.82008,0.82106,0.8185,0.82025
148,2020-12-22,0.82062,0.82252,0.81837,0.82057
149,2020-12-21,0.8171,0.82196,0.81573,0.8172
150,2020-12-20,0.81896,0.82435,0.81735,0.81859
151,2020-12-17,0.81553,0.81785,0.8151,0.81548
152,2020-12-16,0.81987,0.82018,0.81546,0.8197
153,2020-12-15,0.82279,0.82325,0.8188,0.82275
154,2020-12-14,0.82313,0.82461,0.82193,0.82312
155,2020-12-13,0.82416,0.82525,0.82142,0.82417
156,2020-12-10,0.82349,0.82591,0.8221,0.82343
157,2020-12-09,0.8277,0.82779,0.8225,0.8279
158,2020-12-08,0.82577,0.82823,0.82311,0.8257
159,2020-12-07,0.8258,0.82664,0.82412,0.82555
160,2020-12-06,0.82504,0.82776,0.82213,0.82499
161,2020-12-03,0.82336,0.82415,0.82117,0.82334
162,2020-12-02,0.82553,0.82628,0.82135,0.82545
163,2020-12-01,0.82851,0.83051,0.82594,0.8282
164,2020-11-30,0.83768,0.8378,0.82963,0.83765
165,2020-11-29,0.83537,0.83723,0.83319,0.83532
166,2020-11-26,0.8395,0.83958,0.83599,0.83921
167,2020-11-25,0.8391,0.84126,0.83745,0.83893
168,2020-11-24,0.8403,0.84155,0.83836,0.8403
169,2020-11-23,0.84447,0.84467,0.84077,0.8444
170,2020-11-22,0.84279,0.84723,0.83992,0.84271
171,2020-11-19,0.84264,0.84375,0.84098,0.84271
172,2020-11-18,0.84439,0.84621,0.8435,0.84405
173,2020-11-17,0.84286,0.8438,0.84097,0.84291
174,2020-11-16,0.84319,0.8442,0.84085,0.84321
175,2020-11-15,0.84429,0.8464,0.84255,0.84422
