,timestamp,open,high,low,close
0,2021-07-26 17:31:00,87.0395,87.0499,87.0395,87.0499
1,2021-07-26 17:30:00,87.089,87.089,87.0106,87.0106
2,2021-07-26 17:29:00,87.0547,87.0547,87.0143,87.015
3,2021-07-26 17:28:00,87.0521,87.0521,87.0113,87.0113
4,2021-07-26 17:27:00,87.0517,87.0517,87.0076,87.0113
5,2021-07-26 17:26:00,87.0408,87.0553,87.0113,87.0113
6,2021-07-26 17:25:00,87.07,87.07,87.012,87.0588
7,2021-07-26 17:24:00,87.0498,87.0583,87.015,87.0583
8,2021-07-26 17:23:00,87.048,87.0604,87.0164,87.06
9,2021-07-26 17:22:00,87.0647,87.077,87.0113,87.0573
10,2021-07-26 17:21:00,87.0659,87.0795,87.0371,87.0795
11,2021-07-26 17:20:00,87.095,87.095,87.0371,87.0371
12,2021-07-26 17:19:00,87.0638,87.0793,87.0356,87.0371
13,2021-07-26 17:18:00,87.0674,87.0788,87.0371,87.0781
14,2021-07-26 17:17:00,87.0647,87.0802,87.0334,87.0334
15,2021-07-26 17:16:00,87.032,87.0765,87.032,87.0765
16,2021-07-26 17:15:00,87.032,87.099,87.0268,87.0736
17,2021-07-26 17:14:00,87.0084,87.0775,87.0084,87.062
18,2021-07-26 17:13:00,87.0592,87.0592,87.0084,87.0421
19,2021-07-26 17:12:00,87.0594,87.0612,87.0105,87.0105
20,2021-07-26 17:11:00,87.0622,87.0622,87.0134,87.0134
21,2021-07-26 17:10:00,87.059,87.059,87.0105,87.0164
22,2021-07-26 17:09:00,87.0383,87.0499,87.0076,87.0481
23,2021-07-26 17:08:00,87.0387,87.0484,87.0076,87.0076
24,2021-07-26 17:07:00,87.0435,87.0542,87.0098,87.0143
25,2021-07-26 17:06:00,87.0408,87.0568,87.015,87.015
26,2021-07-26 17:05:00,87.074,87.074,87.0187,87.0187
27,2021-07-26 17:04:00,87.0559,87.0744,87.0231,87.0231
28,2021-07-26 17:03:00,87.0521,87.0733,87.0297,87.0297
29,2021-07-26 17:02:00,87.0559,87.0713,87.0164,87.0231
30,2021-07-26 17:01:00,87.063,87.08,87.029,87.029
31,2021-07-26 17:00:00,87.093,87.093,87.0474,87.0474
32,2021-07-26 16:59:00,87.102,87.102,87.0474,87.0474
33,2021-07-26 16:58:00,87.1082,87.1082,87.046,87.046
34,2021-07-26 16:57:00,87.1054,87.1054,87.0607,87.0629
35,2021-07-26 16:56:00,87.0593,87.1064,87.0593,87.0623
36,2021-07-26 16:55:00,87.0593,87.1034,87.057,87.0857
37,2021-07-26 16:54:00,87.0849,87.1043,87.057,87.1043
38,2021-07-26 16:53:00,87.0548,87.104,87.0548,87.104
39,2021-07-26 16:52:00,87.057,87.1019,87.057,87.0998
40,2021-07-26 16:51:00,87.0623,87.1056,87.0607,87.1056
41,2021-07-26 16:50:00,87.098,87.1058,87.0593,87.1058
42,2021-07-26 16:49:00,87.0819,87.0958,87.0334,87.0504
43,2021-07-26 16:48:00,87.0677,87.0842,87.0677,87.0842
44,2021-07-26 16:47:00,87.0692,87.0835,87.0662,87.0831
45,2021-07-26 16:46:00,87.0595,87.0852,87.0356,87.0356
46,2021-07-26 16:45:00,87.09,87.09,87.0246,87.0246
47,2021-07-26 16:44:00,87.0671,87.0841,87.0408,87.0408
48,2021-07-26 16:43:00,87.0718,87.0718,87.0305,87.0379
49,2021-07-26 16:42:00,87.076,87.076,87.021,87.0313
50,2021-07-26 16:41:00,87.0824,87.0824,87.0372,87.0372
51,2021-07-26 16:40:00,87.0851,87.0866,87.0423,87.0423
52,2021-07-26 16:39:00,87.0672,87.0854,87.043,87.043
53,2021-07-26 16:38:00,87.0651,87.0877,87.0445,87.0877
54,2021-07-26 16:37:00,87.059,87.0853,87.0313,87.0853
55,2021-07-26 16:36:00,87.071,87.0933,87.0341,87.0799
56,2021-07-26 16:35:00,87.112,87.112,87.0445,87.0926
57,2021-07-26 16:34:00,87.0438,87.0876,87.0416,87.0876
58,2021-07-26 16:33:00,87.0409,87.0853,87.0408,87.0782
59,2021-07-26 16:32:00,87.0349,87.0875,87.0349,87.0875
60,2021-07-26 16:31:00,87.0238,87.0758,87.0238,87.0758
61,2021-07-26 16:30:00,87.077,87.0819,87.0327,87.081
62,2021-07-26 16:29:00,87.0209,87.0755,87.0209,87.0755
63,2021-07-26 16:28:00,87.0379,87.0831,87.0172,87.0606
64,2021-07-26 16:27:00,87.0379,87.084,87.0379,87.071
65,2021-07-26 16:26:00,87.0409,87.086,87.0409,87.0682
66,2021-07-26 16:25:00,87.0887,87.0898,87.0431,87.0779
67,2021-07-26 16:24:00,87.0283,87.0771,87.0283,87.0702
68,2021-07-26 16:23:00,87.0268,87.0746,87.0261,87.0717
69,2021-07-26 16:22:00,87.0246,87.0694,87.0209,87.0694
70,2021-07-26 16:21:00,87.032,87.0738,87.029,87.0683
71,2021-07-26 16:20:00,87.0386,87.09,87.0386,87.0768
72,2021-07-26 16:19:00,87.0283,87.0802,87.0283,87.079
73,2021-07-26 16:18:00,87.0393,87.0847,87.0253,87.0714
74,2021-07-26 16:17:00,87.0783,87.0922,87.0423,87.087
75,2021-07-26 16:16:00,87.0786,87.0937,87.0445,87.0924
76,2021-07-26 16:15:00,87.0819,87.12,87.0445,87.0866
