,timestamp,open,high,low,close,volume
0,2021-07-25 15:59:00,34162.38,34162.39,34162.38,34162.38,0
1,2021-07-25 15:58:00,34158.52,34163.39,34153.08,34162.38,7
2,2021-07-25 15:57:00,34154.62,34185.59,34152.64,34158.52,27
3,2021-07-25 15:56:00,34151.76,34175.04,34151.76,34156.85,32
4,2021-07-25 15:55:00,34193.88,34203.05,34150.25,34151.77,16
5,2021-07-25 15:54:00,34180.16,34197.48,34168.8,34193.88,20
6,2021-07-25 15:53:00,34186.22,34217.3,34176.38,34180.17,28
7,2021-07-25 15:52:00,34206.0,34216.75,34180.93,34186.22,24
8,2021-07-25 15:51:00,34222.22,34222.22,34188.03,34205.99,25
9,2021-07-25 15:50:00,34231.97,34256.1,34222.22,34222.22,25
10,2021-07-25 15:49:00,34262.88,34265.95,34215.13,34231.96,24
11,2021-07-25 15:48:00,34253.05,34278.3,34244.0,34262.88,30
12,2021-07-25 15:47:00,34227.9,34265.88,34226.08,34253.05,36
13,2021-07-25 15:46:00,34214.87,34240.61,34201.01,34227.9,32
14,2021-07-25 15:45:00,34173.33,34216.59,34165.47,34214.87,66
15,2021-07-25 15:44:00,34187.47,34195.36,34169.9,34173.33,14
16,2021-07-25 15:43:00,34146.9,34190.72,34145.39,34187.47,39
17,2021-07-25 15:42:00,34139.84,34150.09,34130.03,34146.91,13
18,2021-07-25 15:41:00,34126.6,34159.93,34126.6,34139.84,18
19,2021-07-25 15:40:00,34155.0,34155.0,34128.82,34128.82,18
20,2021-07-25 15:39:00,34160.0,34169.75,34153.33,34155.0,17
21,2021-07-25 15:38:00,34137.16,34160.0,34137.16,34160.0,20
22,2021-07-25 15:37:00,34098.9,34140.0,34085.01,34137.17,14
23,2021-07-25 15:36:00,34129.57,34129.58,34098.9,34098.9,26
24,2021-07-25 15:35:00,34122.73,34157.04,34122.73,34129.57,22
25,2021-07-25 15:34:00,34085.51,34130.99,34085.51,34122.74,35
26,2021-07-25 15:33:00,34058.19,34097.06,34058.19,34085.51,18
27,2021-07-25 15:32:00,34059.56,34067.39,34054.63,34058.19,10
28,2021-07-25 15:31:00,34020.64,34076.07,34013.31,34057.16,23
29,2021-07-25 15:30:00,34029.69,34029.7,34000.27,34020.64,22
30,2021-07-25 15:29:00,34012.44,34050.62,34012.43,34029.69,20
31,2021-07-25 15:28:00,33983.77,34029.63,33983.76,34012.44,21
32,2021-07-25 15:27:00,33979.92,34018.6,33978.19,33983.76,23
33,2021-07-25 15:26:00,34060.0,34060.0,33957.05,33979.91,69
34,2021-07-25 15:25:00,34044.61,34079.81,34043.4,34060.0,24
35,2021-07-25 15:24:00,34055.68,34060.78,34016.94,34044.61,27
36,2021-07-25 15:23:00,34054.99,34112.03,34054.34,34055.68,33
37,2021-07-25 15:22:00,34060.6,34060.61,33978.26,34054.99,92
38,2021-07-25 15:21:00,34099.11,34105.0,34060.6,34060.6,37
39,2021-07-25 15:20:00,34113.41,34113.41,34084.01,34098.52,39
40,2021-07-25 15:19:00,34134.84,34144.36,34107.42,34113.4,33
41,2021-07-25 15:18:00,34148.2,34152.87,34125.03,34134.84,27
42,2021-07-25 15:17:00,34155.62,34155.62,34131.48,34148.21,27
43,2021-07-25 15:16:00,34177.94,34179.95,34151.42,34158.28,24
44,2021-07-25 15:15:00,34175.64,34183.67,34160.0,34180.88,27
45,2021-07-25 15:14:00,34189.99,34199.03,34164.4,34175.64,43
46,2021-07-25 15:13:00,34179.32,34198.69,34177.01,34189.99,23
47,2021-07-25 15:12:00,34176.58,34214.42,34171.72,34178.36,47
48,2021-07-25 15:11:00,34164.84,34176.59,34162.91,34176.58,30
49,2021-07-25 15:10:00,34168.78,34173.55,34157.37,34164.85,30
50,2021-07-25 15:09:00,34193.35,34193.35,34151.42,34168.79,39
51,2021-07-25 15:08:00,34201.56,34210.79,34187.0,34193.35,25
52,2021-07-25 15:07:00,34187.01,34205.0,34183.53,34201.56,32
53,2021-07-25 15:06:00,34200.01,34222.0,34175.07,34192.67,58
54,2021-07-25 15:05:00,34265.15,34265.15,34200.0,34200.0,61
55,2021-07-25 15:04:00,34237.1,34276.0,34223.92,34267.21,83
56,2021-07-25 15:03:00,34199.94,34243.78,34190.05,34237.1,60
57,2021-07-25 15:02:00,34208.22,34208.45,34174.87,34199.07,43
58,2021-07-25 15:01:00,34174.18,34212.09,34167.81,34208.22,84
59,2021-07-25 15:00:00,34105.01,34178.5,34067.9,34174.18,71
60,2021-07-25 14:59:00,34115.47,34132.38,34104.0,34105.01,45
61,2021-07-25 14:58:00,34098.86,34158.0,34087.74,34114.66,94
62,2021-07-25 14:57:00,34101.99,34127.0,34068.88,34100.67,62
63,2021-07-25 14:56:00,34049.98,34102.0,34020.59,34101.99,89
64,2021-07-25 14:55:00,33981.6,34050.0,33970.0,34049.98,83
65,2021-07-25 14:54:00,33981.29,33987.31,33979.48,33981.6,21
