,timestamp,open,high,low,close
0,2021-07-16,1.18107,1.18224,1.179,1.1805
1,2021-07-15,1.18349,1.18506,1.1794,1.18117
2,2021-07-14,1.17778,1.18388,1.177,1.18346
3,2021-07-13,1.18615,1.18751,1.177,1.1776
4,2021-07-12,1.18754,1.188,1.1834,1.18598
5,2021-07-09,1.18464,1.18798,1.1823,1.18776
6,2021-07-08,1.17932,1.18676,1.1782,1.1844
7,2021-07-07,1.1821,1.18345,1.17824,1.17926
8,2021-07-06,1.18619,1.18952,1.1805,1.18207
9,2021-07-05,1.18666,1.18806,1.185,1.18615
10,2021-07-02,1.1849,1.18743,1.1806,1.1862
11,2021-07-01,1.18564,1.18842,1.1836,1.1848
12,2021-06-30,1.18972,1.1909,1.1843,1.1857
13,2021-06-29,1.19258,1.193,1.1876,1.18982
14,2021-06-28,1.19352,1.19445,1.19,1.19246
15,2021-06-25,1.193,1.19753,1.1924,1.1933
16,2021-06-24,1.19272,1.19563,1.1916,1.19303
17,2021-06-23,1.19399,1.19701,1.191,1.19273
18,2021-06-22,1.19184,1.19527,1.1879,1.19389
19,2021-06-21,1.18632,1.19214,1.1846,1.19184
20,2021-06-18,1.19058,1.1925,1.1846,1.18592
21,2021-06-17,1.19934,1.20063,1.189,1.1905
22,2021-06-16,1.21281,1.2135,1.1989,1.1994
23,2021-06-15,1.21189,1.21473,1.2099,1.2128
24,2021-06-14,1.21091,1.21305,1.2092,1.21182
25,2021-06-11,1.21728,1.2193,1.2091,1.2108
26,2021-06-10,1.21784,1.21947,1.2142,1.2173
27,2021-06-09,1.21727,1.2218,1.2169,1.2178
28,2021-06-08,1.21905,1.21942,1.2162,1.2172
29,2021-06-07,1.21624,1.22018,1.2143,1.21904
30,2021-06-04,1.2126,1.21858,1.2102,1.2164
31,2021-06-03,1.22108,1.22142,1.2116,1.2126
32,2021-06-02,1.22137,1.22265,1.2162,1.22101
33,2021-06-01,1.22259,1.22544,1.22095,1.22136
34,2021-05-31,1.21959,1.22313,1.2182,1.2226
35,2021-05-28,1.21938,1.2205,1.2131,1.2189
36,2021-05-27,1.21929,1.22151,1.2173,1.21936
37,2021-05-26,1.22488,1.2263,1.218,1.21927
38,2021-05-25,1.22158,1.22664,1.221,1.22489
39,2021-05-24,1.21761,1.223,1.2171,1.2216
40,2021-05-21,1.22293,1.22399,1.2159,1.2178
41,2021-05-20,1.21767,1.22301,1.2167,1.22288
42,2021-05-19,1.22245,1.22454,1.2158,1.21767
43,2021-05-18,1.21521,1.22341,1.21486,1.2224
44,2021-05-17,1.21404,1.2169,1.2124,1.21537
45,2021-05-14,1.20823,1.21477,1.2069,1.21451
46,2021-05-13,1.20702,1.21061,1.205,1.2082
47,2021-05-12,1.21486,1.21522,1.2064,1.20693
48,2021-05-11,1.21308,1.21817,1.2121,1.2148
49,2021-05-10,1.21678,1.21782,1.21257,1.21317
